index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
4671,"Greater Mumbai, India",06-Sep-14,Gold,Fuel,M,252208,2522,46-60,2000000,500000,50.44,Online
4672,"Bengaluru, India",05-Feb-15,Platinum,Fuel,M,198508,1985,18-25,1200000,300000,66.17,Online
4673,"Ahmedabad, India",08-Aug-14,Gold,Grocery,F,52611,526,26-35,800000,200000,26.31,POS
4674,"Ahmedabad, India",02-Apr-14,Platinum,Grocery,M,129515,1295,26-35,300000,50000,100,POS
4675,"Ahmedabad, India",13-Oct-13,Platinum,Bills,M,298523,2985,26-35,800000,200000,100,Online
4676,"Bengaluru, India",30-Nov-14,Platinum,Entertainment,M,9906,99,36-45,300000,50000,19.81,POS
4677,"Bengaluru, India",01-Feb-14,Platinum,Bills,M,173744,1737,60+,2000000,500000,34.75,Online
4678,"Ahmedabad, India",03-Jul-14,Platinum,Entertainment,F,200981,2009,26-35,500000,100000,100,Online
4679,"Greater Mumbai, India",01-Feb-15,Platinum,Grocery,F,221928,2219,60+,800000,200000,100,Online
4680,"Greater Mumbai, India",04-Mar-14,Signature,Fuel,M,8635,86,26-35,300000,50000,17.27,POS
4681,"Bengaluru, India",24-Nov-13,Platinum,Entertainment,F,222660,2226,36-45,500000,100000,100,Online
4682,"Ahmedabad, India",09-Jun-14,Gold,Grocery,F,25069,250,36-45,500000,100000,25.07,POS
4683,"Greater Mumbai, India",17-Oct-14,Signature,Entertainment,F,183026,1830,46-60,800000,200000,91.51,Online
4684,"Ahmedabad, India",26-Apr-14,Silver,Bills,F,37707,377,46-60,1200000,300000,12.57,POS
4685,"Bengaluru, India",02-Jun-14,Signature,Bills,M,115533,1155,60+,1200000,300000,38.51,POS
4686,"Bengaluru, India",26-Nov-13,Signature,Entertainment,F,128398,1283,36-45,1200000,300000,42.8,POS
4687,"Ahmedabad, India",24-May-14,Silver,Fuel,F,77385,773,60+,300000,50000,100,POS
4688,"Bengaluru, India",24-May-15,Gold,Grocery,F,193919,1939,36-45,500000,100000,100,Online
4689,"Greater Mumbai, India",07-Jun-14,Platinum,Food,M,198721,1987,26-35,300000,50000,100,Online
4690,"Greater Mumbai, India",26-Feb-15,Signature,Grocery,F,133894,1338,18-25,2000000,500000,26.78,POS
4691,"Bengaluru, India",20-Feb-14,Silver,Entertainment,F,118670,1186,46-60,300000,50000,100,POS
4692,"Bengaluru, India",26-Jan-15,Silver,Food,M,215961,2159,36-45,1200000,300000,71.99,Online
4693,"Delhi, India",18-Jun-14,Platinum,Grocery,M,72088,720,26-35,500000,100000,72.09,POS
4694,"Greater Mumbai, India",27-Mar-14,Platinum,Bills,F,185707,1857,18-25,1200000,300000,61.9,Online
4695,"Delhi, India",10-Feb-14,Gold,Food,M,50926,509,36-45,1200000,300000,16.98,POS
4696,"Bengaluru, India",09-Jun-14,Silver,Entertainment,F,299379,2993,36-45,800000,200000,100,Online
4697,"Delhi, India",01-Sep-14,Signature,Grocery,M,48704,487,36-45,2000000,500000,9.74,POS
4698,"Delhi, India",22-Jun-14,Platinum,Bills,F,194055,1940,36-45,500000,100000,100,Online
4699,"Delhi, India",15-Jun-14,Signature,Fuel,F,33096,330,26-35,500000,100000,33.1,POS
4700,"Greater Mumbai, India",02-Aug-14,Platinum,Fuel,M,206948,2069,46-60,300000,50000,100,Online
4701,"Ahmedabad, India",20-Mar-14,Silver,Entertainment,F,130438,1304,36-45,800000,200000,65.22,POS
4702,"Bengaluru, India",10-Dec-14,Signature,Bills,M,236755,2367,46-60,2000000,500000,47.35,Online
4703,"Greater Mumbai, India",20-Nov-14,Signature,Food,F,129210,1292,36-45,2000000,500000,25.84,POS
4704,"Bengaluru, India",31-Mar-14,Platinum,Entertainment,F,206926,2069,36-45,500000,100000,100,Online
4705,"Delhi, India",21-Jul-14,Gold,Grocery,F,101124,1011,36-45,800000,200000,50.56,POS
4706,"Greater Mumbai, India",14-Sep-14,Signature,Fuel,M,85268,852,46-60,500000,100000,85.27,POS
4707,"Bengaluru, India",08-Jun-14,Signature,Entertainment,M,19061,190,26-35,500000,100000,19.06,POS
4708,"Bengaluru, India",08-Sep-14,Signature,Grocery,F,91436,914,26-35,2000000,500000,18.29,POS
4709,"Delhi, India",20-Feb-14,Gold,Fuel,F,17855,178,46-60,2000000,500000,3.57,POS
4710,"Ahmedabad, India",08-Apr-14,Platinum,Entertainment,F,217337,2173,18-25,800000,200000,100,Online
4711,"Ahmedabad, India",24-Dec-13,Gold,Entertainment,F,297649,2976,18-25,2000000,500000,59.53,Online
4712,"Ahmedabad, India",27-Aug-14,Signature,Bills,M,66629,666,26-35,1200000,300000,22.21,POS
4713,"Bengaluru, India",14-Apr-15,Platinum,Grocery,M,241330,2413,18-25,800000,200000,100,Online
4714,"Delhi, India",02-Apr-15,Signature,Food,F,271424,2714,36-45,800000,200000,100,Online
4715,"Bengaluru, India",12-Apr-14,Silver,Grocery,F,219156,2191,60+,2000000,500000,43.83,Online
4716,"Ahmedabad, India",18-Mar-15,Signature,Grocery,F,201441,2014,26-35,500000,100000,100,Online
4717,"Bengaluru, India",28-Nov-13,Signature,Entertainment,M,133349,1333,60+,1200000,300000,44.45,POS
4718,"Bengaluru, India",12-Apr-15,Silver,Food,M,299217,2992,18-25,800000,200000,100,Online
4719,"Bengaluru, India",28-Oct-13,Signature,Grocery,M,8051,80,36-45,2000000,500000,1.61,POS
4720,"Delhi, India",30-Sep-14,Gold,Food,F,161309,1613,36-45,2000000,500000,32.26,Online
4721,"Bengaluru, India",11-Apr-14,Silver,Food,F,157755,1577,46-60,500000,100000,100,Online
4722,"Bengaluru, India",29-Mar-14,Silver,Entertainment,M,279465,2794,36-45,800000,200000,100,Online
4723,"Greater Mumbai, India",30-Jan-14,Silver,Bills,F,216616,2166,60+,300000,50000,100,Online
4724,"Delhi, India",06-Dec-13,Signature,Entertainment,F,237712,2377,26-35,800000,200000,100,Online
4725,"Greater Mumbai, India",31-Dec-14,Platinum,Entertainment,F,192164,1921,60+,1200000,300000,64.05,Online
4726,"Delhi, India",09-Dec-13,Gold,Grocery,F,183157,1831,60+,1200000,300000,61.05,Online
4727,"Ahmedabad, India",31-Mar-15,Silver,Fuel,M,87529,875,26-35,500000,100000,87.53,POS
4728,"Ahmedabad, India",06-Mar-15,Gold,Fuel,F,131745,1317,26-35,2000000,500000,26.35,POS
4729,"Greater Mumbai, India",02-Jul-14,Signature,Food,F,197143,1971,18-25,300000,50000,100,Online
4730,"Delhi, India",12-May-14,Platinum,Fuel,M,262129,2621,26-35,300000,50000,100,Online
4731,"Ahmedabad, India",20-Mar-14,Silver,Food,M,95689,956,26-35,2000000,500000,19.14,POS
4732,"Ahmedabad, India",30-May-14,Platinum,Food,M,68355,683,26-35,500000,100000,68.36,POS
4733,"Greater Mumbai, India",11-Jan-14,Signature,Grocery,M,166188,1661,26-35,500000,100000,100,Online
4734,"Bengaluru, India",25-Dec-14,Platinum,Grocery,F,36606,366,36-45,500000,100000,36.61,POS
4735,"Bengaluru, India",08-Jan-14,Platinum,Grocery,M,91268,912,26-35,1200000,300000,30.42,POS
4736,"Delhi, India",30-Aug-14,Silver,Entertainment,F,204482,2044,36-45,800000,200000,100,Online
4737,"Greater Mumbai, India",19-Jul-14,Silver,Bills,M,31860,318,46-60,800000,200000,15.93,POS
4738,"Delhi, India",04-May-15,Platinum,Fuel,F,67016,670,46-60,800000,200000,33.51,POS
4739,"Greater Mumbai, India",19-Nov-14,Platinum,Entertainment,F,92448,924,36-45,2000000,500000,18.49,POS
4740,"Delhi, India",01-Jan-14,Signature,Fuel,M,78148,781,26-35,800000,200000,39.07,POS
4741,"Delhi, India",02-Jul-14,Platinum,Fuel,M,12641,126,26-35,1200000,300000,4.21,POS
4742,"Delhi, India",26-Mar-15,Silver,Bills,F,160692,1606,18-25,800000,200000,80.35,Online
4743,"Greater Mumbai, India",14-May-15,Signature,Bills,M,252756,2527,26-35,1200000,300000,84.25,Online
4744,"Ahmedabad, India",10-Mar-14,Silver,Grocery,F,95394,953,26-35,500000,100000,95.39,POS
4745,"Ahmedabad, India",16-Apr-14,Silver,Entertainment,F,227152,2271,26-35,500000,100000,100,Online
4746,"Ahmedabad, India",08-Jul-14,Platinum,Fuel,M,136820,1368,46-60,500000,100000,100,POS
4747,"Bengaluru, India",07-May-15,Silver,Food,M,178041,1780,36-45,1200000,300000,59.35,Online
4748,"Bengaluru, India",20-Dec-14,Signature,Entertainment,F,19598,195,60+,1200000,300000,6.53,POS
4749,"Greater Mumbai, India",24-Nov-14,Gold,Bills,M,228215,2282,26-35,300000,50000,100,Online
4750,"Greater Mumbai, India",14-Apr-14,Platinum,Entertainment,M,112891,1128,26-35,500000,100000,100,POS
4751,"Ahmedabad, India",09-Oct-13,Silver,Fuel,M,27626,276,36-45,500000,100000,27.63,POS
4752,"Greater Mumbai, India",11-May-15,Signature,Fuel,M,229549,2295,26-35,500000,100000,100,Online
4753,"Delhi, India",16-Apr-14,Signature,Grocery,F,280848,2808,36-45,1200000,300000,93.62,Online
4754,"Greater Mumbai, India",10-Mar-14,Silver,Fuel,F,268407,2684,46-60,1200000,300000,89.47,Online
4755,"Ahmedabad, India",25-Aug-14,Platinum,Entertainment,M,276418,2764,36-45,1200000,300000,92.14,Online
4756,"Bengaluru, India",10-Dec-14,Silver,Bills,M,221788,2217,26-35,1200000,300000,73.93,Online
4757,"Ahmedabad, India",16-Nov-14,Silver,Entertainment,F,62931,629,46-60,2000000,500000,12.59,POS
4758,"Delhi, India",28-Dec-13,Signature,Entertainment,M,239678,2396,46-60,500000,100000,100,Online
4759,"Delhi, India",06-Jan-15,Gold,Grocery,F,9747,97,46-60,500000,100000,9.75,POS
4760,"Delhi, India",03-Sep-14,Silver,Entertainment,M,27345,273,26-35,300000,50000,54.69,POS
4761,"Greater Mumbai, India",01-May-14,Gold,Fuel,M,53756,537,36-45,800000,200000,26.88,POS
4762,"Delhi, India",04-Mar-14,Signature,Entertainment,M,24937,249,36-45,800000,200000,12.47,POS
4763,"Delhi, India",27-Feb-14,Silver,Bills,M,28521,285,18-25,500000,100000,28.52,POS
4764,"Ahmedabad, India",26-Feb-15,Platinum,Bills,F,85339,853,60+,800000,200000,42.67,POS
4765,"Bengaluru, India",11-Oct-13,Gold,Grocery,M,23448,234,26-35,800000,200000,11.72,POS
4766,"Delhi, India",02-Oct-14,Signature,Grocery,M,75033,750,36-45,2000000,500000,15.01,POS
4767,"Greater Mumbai, India",19-Apr-15,Platinum,Bills,F,285254,2852,60+,2000000,500000,57.05,Online
4768,"Greater Mumbai, India",05-Feb-15,Gold,Grocery,M,58887,588,36-45,500000,100000,58.89,POS
4769,"Greater Mumbai, India",07-Apr-14,Gold,Entertainment,M,120546,1205,60+,2000000,500000,24.11,POS
4770,"Ahmedabad, India",28-Apr-14,Gold,Food,M,39632,396,36-45,500000,100000,39.63,POS
4771,"Delhi, India",18-Aug-14,Gold,Entertainment,F,241234,2412,26-35,2000000,500000,48.25,Online
4772,"Delhi, India",16-Jul-14,Gold,Food,F,276057,2760,36-45,2000000,500000,55.21,Online
4773,"Delhi, India",23-May-14,Platinum,Bills,M,68806,688,26-35,300000,50000,100,POS
4774,"Delhi, India",19-Jan-14,Signature,Grocery,F,188813,1888,26-35,300000,50000,100,Online
4775,"Greater Mumbai, India",16-Jul-14,Platinum,Fuel,M,68341,683,46-60,800000,200000,34.17,POS
4776,"Bengaluru, India",15-Oct-13,Platinum,Grocery,M,265874,2658,46-60,300000,50000,100,Online
4777,"Ahmedabad, India",29-Apr-14,Silver,Bills,M,191477,1914,60+,1200000,300000,63.83,Online
4778,"Ahmedabad, India",14-Feb-14,Platinum,Entertainment,F,268598,2685,26-35,1200000,300000,89.53,Online
4779,"Greater Mumbai, India",01-Apr-14,Silver,Entertainment,F,225017,2250,36-45,300000,50000,100,Online
4780,"Ahmedabad, India",21-Aug-14,Platinum,Fuel,F,246212,2462,46-60,300000,50000,100,Online
4781,"Bengaluru, India",11-Jan-15,Platinum,Bills,M,176941,1769,36-45,1200000,300000,58.98,Online
4782,"Bengaluru, India",06-Jul-14,Silver,Entertainment,M,148660,1486,26-35,500000,100000,100,POS
4783,"Delhi, India",30-May-14,Platinum,Fuel,M,97664,976,60+,2000000,500000,19.53,POS
4784,"Greater Mumbai, India",05-Mar-14,Gold,Entertainment,M,145684,1456,46-60,800000,200000,72.84,POS
4785,"Bengaluru, India",21-Jun-14,Silver,Bills,M,55894,558,36-45,2000000,500000,11.18,POS
4786,"Greater Mumbai, India",13-Nov-13,Gold,Grocery,M,239149,2391,36-45,1200000,300000,79.72,Online
4787,"Greater Mumbai, India",05-Mar-15,Signature,Grocery,M,199950,1999,46-60,500000,100000,100,Online
4788,"Greater Mumbai, India",16-Aug-14,Silver,Entertainment,F,170835,1708,60+,300000,50000,100,Online
4789,"Bengaluru, India",18-Jan-14,Gold,Food,M,8328,83,46-60,1200000,300000,2.78,POS
4790,"Bengaluru, India",10-Feb-14,Gold,Bills,F,181271,1812,26-35,300000,50000,100,Online
4791,"Bengaluru, India",07-Apr-14,Signature,Entertainment,F,39247,392,46-60,800000,200000,19.62,POS
4792,"Bengaluru, India",21-Dec-13,Platinum,Entertainment,M,199288,1992,26-35,1200000,300000,66.43,Online
4793,"Delhi, India",11-Mar-14,Platinum,Food,F,56606,566,36-45,800000,200000,28.3,POS
4794,"Ahmedabad, India",11-May-14,Signature,Entertainment,M,288843,2888,26-35,1200000,300000,96.28,Online
4795,"Delhi, India",04-May-14,Gold,Fuel,F,178701,1787,18-25,300000,50000,100,Online
4796,"Bengaluru, India",03-May-15,Platinum,Food,M,223404,2234,18-25,1200000,300000,74.47,Online
4797,"Delhi, India",11-May-15,Signature,Food,M,292980,2929,60+,800000,200000,100,Online
4798,"Bengaluru, India",24-Apr-15,Gold,Food,F,224782,2247,26-35,2000000,500000,44.96,Online
4799,"Bengaluru, India",02-Jul-14,Gold,Entertainment,M,27267,272,36-45,800000,200000,13.63,POS
4800,"Ahmedabad, India",15-Dec-14,Silver,Bills,F,279110,2791,26-35,500000,100000,100,Online
4801,"Delhi, India",08-Aug-14,Silver,Food,M,148733,1487,36-45,1200000,300000,49.58,POS
4802,"Delhi, India",25-Sep-14,Silver,Food,F,130664,1306,18-25,2000000,500000,26.13,POS
4803,"Greater Mumbai, India",31-Oct-14,Signature,Entertainment,F,43616,436,26-35,2000000,500000,8.72,POS
4804,"Delhi, India",04-Jan-15,Silver,Food,M,254028,2540,26-35,2000000,500000,50.81,Online
4805,"Bengaluru, India",24-Apr-15,Gold,Grocery,F,2628,26,36-45,800000,200000,1.31,POS
4806,"Bengaluru, India",12-Oct-13,Platinum,Entertainment,M,193522,1935,60+,2000000,500000,38.7,Online
4807,"Bengaluru, India",07-Aug-14,Signature,Fuel,M,292066,2920,26-35,1200000,300000,97.36,Online
4808,"Ahmedabad, India",29-Jul-14,Silver,Entertainment,M,270301,2703,36-45,2000000,500000,54.06,Online
4809,"Bengaluru, India",05-Feb-15,Signature,Entertainment,M,23826,238,18-25,500000,100000,23.83,POS
4810,"Bengaluru, India",07-May-15,Gold,Fuel,F,167615,1676,18-25,2000000,500000,33.52,Online
4811,"Delhi, India",02-Mar-14,Silver,Entertainment,M,193906,1939,26-35,500000,100000,100,Online
4812,"Delhi, India",18-Aug-14,Platinum,Food,F,244981,2449,46-60,2000000,500000,49,Online
4813,"Ahmedabad, India",11-Mar-14,Silver,Food,F,44908,449,26-35,500000,100000,44.91,POS
4814,"Greater Mumbai, India",19-Oct-14,Silver,Food,F,227797,2277,46-60,800000,200000,100,Online
4815,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,288011,2880,26-35,1200000,300000,96,Online
4816,"Greater Mumbai, India",12-Mar-15,Silver,Entertainment,F,258791,2587,18-25,800000,200000,100,Online
4817,"Delhi, India",28-Dec-13,Silver,Bills,M,263323,2633,36-45,500000,100000,100,Online
4818,"Delhi, India",17-Mar-14,Signature,Grocery,M,203094,2030,18-25,2000000,500000,40.62,Online
4819,"Greater Mumbai, India",05-Mar-15,Gold,Food,M,45106,451,36-45,2000000,500000,9.02,POS
4820,"Bengaluru, India",26-Jul-14,Silver,Grocery,F,18351,183,36-45,300000,50000,36.7,POS
4821,"Greater Mumbai, India",12-Oct-13,Signature,Entertainment,F,37103,371,60+,2000000,500000,7.42,POS
4822,"Bengaluru, India",13-Mar-14,Silver,Food,F,141036,1410,36-45,2000000,500000,28.21,POS
4823,"Greater Mumbai, India",21-Dec-13,Gold,Bills,F,40116,401,26-35,800000,200000,20.06,POS
4824,"Greater Mumbai, India",23-Dec-13,Signature,Food,M,212380,2123,18-25,800000,200000,100,Online
4825,"Ahmedabad, India",21-Mar-15,Silver,Bills,M,174230,1742,36-45,300000,50000,100,Online
4826,"Greater Mumbai, India",29-Mar-15,Platinum,Fuel,F,109583,1095,18-25,800000,200000,54.79,POS
4827,"Bengaluru, India",06-Jan-14,Gold,Fuel,M,158143,1581,46-60,1200000,300000,52.71,Online
4828,"Delhi, India",27-Dec-13,Platinum,Food,M,207467,2074,36-45,1200000,300000,69.16,Online
4829,"Delhi, India",18-Nov-13,Silver,Bills,F,249325,2493,26-35,800000,200000,100,Online
4830,"Greater Mumbai, India",27-Nov-13,Gold,Fuel,F,1310,13,36-45,1200000,300000,0.44,POS
4831,"Greater Mumbai, India",05-Nov-14,Signature,Bills,F,222116,2221,26-35,2000000,500000,44.42,Online
4832,"Bengaluru, India",23-Sep-14,Platinum,Bills,F,207727,2077,36-45,1200000,300000,69.24,Online
4833,"Greater Mumbai, India",22-Sep-14,Signature,Bills,M,136662,1366,46-60,800000,200000,68.33,POS
4834,"Greater Mumbai, India",12-Dec-14,Platinum,Entertainment,F,86749,867,18-25,1200000,300000,28.92,POS
4835,"Delhi, India",20-Jan-15,Gold,Food,M,51412,514,36-45,1200000,300000,17.14,POS
4836,"Ahmedabad, India",28-Mar-15,Gold,Grocery,M,242667,2426,18-25,500000,100000,100,Online
4837,"Ahmedabad, India",16-Nov-13,Silver,Entertainment,F,101110,1011,36-45,500000,100000,100,POS
4838,"Delhi, India",04-Feb-14,Platinum,Fuel,F,78618,786,26-35,1200000,300000,26.21,POS
4839,"Greater Mumbai, India",21-Feb-14,Platinum,Food,M,280521,2805,36-45,800000,200000,100,Online
4840,"Greater Mumbai, India",22-Sep-14,Gold,Entertainment,F,93147,931,18-25,300000,50000,100,POS
4841,"Ahmedabad, India",17-Feb-14,Gold,Food,M,282094,2820,46-60,300000,50000,100,Online
4842,"Bengaluru, India",13-Sep-14,Signature,Fuel,F,255815,2558,26-35,300000,50000,100,Online
4843,"Greater Mumbai, India",08-Jan-15,Silver,Entertainment,F,39195,391,46-60,300000,50000,78.39,POS
4844,"Delhi, India",12-Sep-14,Gold,Fuel,F,117316,1173,26-35,300000,50000,100,POS
4845,"Delhi, India",16-Jan-15,Gold,Fuel,F,88930,889,26-35,1200000,300000,29.64,POS
4846,"Bengaluru, India",03-Nov-14,Platinum,Fuel,M,28865,288,46-60,300000,50000,57.73,POS
4847,"Ahmedabad, India",19-Aug-14,Platinum,Grocery,M,272227,2722,46-60,2000000,500000,54.45,Online
4848,"Ahmedabad, India",25-May-14,Platinum,Food,M,132373,1323,26-35,2000000,500000,26.47,POS
4849,"Greater Mumbai, India",20-Jun-14,Signature,Fuel,M,139309,1393,60+,2000000,500000,27.86,POS
4850,"Bengaluru, India",03-Mar-14,Gold,Food,F,44328,443,36-45,300000,50000,88.66,POS
4851,"Greater Mumbai, India",17-Feb-14,Gold,Entertainment,F,71398,713,18-25,500000,100000,71.4,POS
4852,"Ahmedabad, India",22-Dec-13,Platinum,Grocery,F,198910,1989,26-35,1200000,300000,66.3,Online
4853,"Ahmedabad, India",01-Nov-13,Platinum,Entertainment,F,89550,895,26-35,300000,50000,100,POS
4854,"Greater Mumbai, India",05-Sep-14,Signature,Fuel,M,250356,2503,36-45,2000000,500000,50.07,Online
4855,"Bengaluru, India",28-Dec-13,Gold,Grocery,F,29531,295,26-35,300000,50000,59.06,POS
4856,"Bengaluru, India",01-Nov-14,Gold,Fuel,F,172440,1724,26-35,2000000,500000,34.49,Online
4857,"Greater Mumbai, India",16-Nov-14,Gold,Food,M,228387,2283,46-60,300000,50000,100,Online
4858,"Delhi, India",22-Jan-15,Gold,Fuel,M,19193,191,46-60,2000000,500000,3.84,POS
4859,"Ahmedabad, India",07-Dec-13,Gold,Fuel,M,74175,741,26-35,2000000,500000,14.84,POS
4860,"Ahmedabad, India",13-Jan-14,Signature,Grocery,M,30857,308,26-35,2000000,500000,6.17,POS
4861,"Delhi, India",18-Jan-15,Platinum,Food,M,41731,417,18-25,500000,100000,41.73,POS
4862,"Ahmedabad, India",01-Aug-14,Platinum,Entertainment,M,283211,2832,26-35,500000,100000,100,Online
4863,"Bengaluru, India",05-Nov-13,Platinum,Entertainment,M,111186,1111,36-45,300000,50000,100,POS
4864,"Greater Mumbai, India",21-Apr-14,Signature,Food,M,12614,126,36-45,2000000,500000,2.52,POS
4865,"Ahmedabad, India",12-Dec-13,Signature,Bills,F,92284,922,46-60,300000,50000,100,POS
4866,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,125517,1255,36-45,1200000,300000,41.84,POS
4867,"Delhi, India",28-Oct-14,Platinum,Grocery,F,2393,23,46-60,2000000,500000,0.48,POS
4868,"Bengaluru, India",07-Jun-14,Signature,Grocery,F,115378,1153,36-45,1200000,300000,38.46,POS
4869,"Greater Mumbai, India",11-Mar-14,Gold,Entertainment,M,200390,2003,36-45,800000,200000,100,Online
4870,"Greater Mumbai, India",17-Aug-14,Platinum,Entertainment,F,190575,1905,26-35,300000,50000,100,Online
4871,"Delhi, India",16-Feb-15,Gold,Entertainment,M,192587,1925,36-45,2000000,500000,38.52,Online
4872,"Delhi, India",05-Apr-15,Gold,Food,F,240664,2406,26-35,500000,100000,100,Online
4873,"Delhi, India",24-Dec-14,Silver,Fuel,M,108860,1088,36-45,2000000,500000,21.77,POS
4874,"Bengaluru, India",10-Mar-15,Silver,Food,M,19242,192,18-25,500000,100000,19.24,POS
4875,"Greater Mumbai, India",02-Dec-13,Signature,Entertainment,M,120049,1200,26-35,800000,200000,60.02,POS
4876,"Ahmedabad, India",08-Jan-15,Platinum,Grocery,F,121893,1218,46-60,2000000,500000,24.38,POS
4877,"Delhi, India",06-Feb-15,Silver,Bills,F,260347,2603,18-25,1200000,300000,86.78,Online
4878,"Greater Mumbai, India",08-Aug-14,Gold,Bills,M,241478,2414,26-35,500000,100000,100,Online
4879,"Greater Mumbai, India",04-Mar-15,Gold,Bills,M,71949,719,46-60,1200000,300000,23.98,POS
4880,"Delhi, India",27-Jul-14,Silver,Food,F,170945,1709,18-25,2000000,500000,34.19,Online
4881,"Delhi, India",22-Dec-13,Signature,Food,M,223891,2238,26-35,1200000,300000,74.63,Online
4882,"Ahmedabad, India",29-Apr-14,Gold,Entertainment,M,245856,2458,18-25,800000,200000,100,Online
4883,"Greater Mumbai, India",11-Sep-14,Silver,Entertainment,F,82021,820,46-60,800000,200000,41.01,POS
4884,"Greater Mumbai, India",22-Nov-14,Silver,Grocery,M,221221,2212,18-25,2000000,500000,44.24,Online
4885,"Greater Mumbai, India",19-Mar-15,Gold,Food,F,284273,2842,26-35,1200000,300000,94.76,Online
4886,"Greater Mumbai, India",10-Apr-15,Silver,Bills,M,54814,548,26-35,500000,100000,54.81,POS
4887,"Greater Mumbai, India",16-Sep-14,Platinum,Grocery,F,219649,2196,36-45,300000,50000,100,Online
4888,"Greater Mumbai, India",10-Dec-14,Silver,Fuel,F,62964,629,26-35,1200000,300000,20.99,POS
